From	Entry	GeneID	Reviewed
ABI3BP	H7C4H3		unreviewed
ABI3BP	H7C4N5		unreviewed
ABI3BP	H7C4S3		unreviewed
ABI3BP	H7C4T1		unreviewed
ABI3BP	H7C4X4		unreviewed
ABI3BP	H7C524		unreviewed
ABI3BP	H7C556		unreviewed
ABI3BP	H7C5S3		unreviewed
ABI3BP	L8EAT2		unreviewed
ABI3BP	Q5JPC9		unreviewed
ABITRAM	Q9NX38	54942;	reviewed
ABITRAM	X6R8U7		unreviewed
ABITRAM	X6REY2		unreviewed
ABL1	P00519	25;	reviewed
ABL1	A0A0U4EGU4		unreviewed
ABL1	Q13688		unreviewed
ABL1	Q13689		unreviewed
ABL1	Q13691		unreviewed
ABL1	Q13914		unreviewed
ABL1	Q13915		unreviewed
ABL1	Q3B836		unreviewed
ABL1	Q3B837		unreviewed
ABL1	Q86Y36		unreviewed
ABL1	R4GRW0		unreviewed
ABL2	P42684	27;	reviewed
ABLIM1	O14639	3983;	reviewed
ABLIM1	A0A3B3IS55		unreviewed
ABLIM1	A0A494C1P1		unreviewed
ABLIM1	A0A9L9PY99		unreviewed
ABLIM1	B7Z4H1		unreviewed
ABLIM1	F6XFR5		unreviewed
ABLIM1	F8W8M4		unreviewed
ABLIM1	H0Y7N6		unreviewed
ABLIM2	Q6H8Q1	84448;	reviewed
ABLIM2	A0A7I2V5G9		unreviewed
ABLIM2	A0AA34QVK8		unreviewed
ABLIM2	D6RAL0		unreviewed
ABLIM2	F5GYR0	84448;	unreviewed
ABLIM2	Q19VH1		unreviewed
ABLIM2	Q4W5G4		unreviewed
ABLIM3	O94929	22885;	reviewed
ABLIM3	A0A0C4DGA7	22885;	unreviewed
ABLIM3	D6RHE7		unreviewed
ABO	P16442	28;	reviewed
ABO	A0A023J8Y7		unreviewed
ABO	A0A023W2C2		unreviewed
ABO	A0A023W307		unreviewed
ABO	A0A060VD92		unreviewed
ABO	A0A060VGH1		unreviewed
ABO	A0A060VHY2		unreviewed
ABO	A0A068B0Y9		unreviewed
ABO	A0A068F7M1		unreviewed
ABO	A0A087X009		unreviewed
ABO	A0A087X0C2		unreviewed
ABO	A0A088MFT4		unreviewed
ABO	A0A089QDC1	28;	unreviewed
ABO	A0A097DCZ8		unreviewed
ABO	A0A0A0RW37		unreviewed
ABO	A0A0A1TJL0		unreviewed
ABO	A0A0A1TST4		unreviewed
ABO	A0A0A7RCH0		unreviewed
ABO	A0A0A8WK19		unreviewed
ABO	A0A0B5JAH3		unreviewed
ABO	A0A0B5JFG5		unreviewed
ABO	A0A0B5JHW3		unreviewed
ABO	A0A0D3RYQ2		unreviewed
ABO	A0A0F6RA81		unreviewed
ABO	A0A0G3VPC9		unreviewed
ABO	A0A0K0WRU2		unreviewed
ABO	A0A0K2FRI0		unreviewed
ABO	A0A0K2FSH1		unreviewed
ABO	A0A0N7FMT7		unreviewed
ABO	A0A0S1S772		unreviewed
ABO	A0A0S3J407		unreviewed
ABO	A0A0S3J4Y2		unreviewed
ABO	A0A0U2M389		unreviewed
ABO	A0A0U4BH10		unreviewed
ABO	A0A1A9C7A3		unreviewed
ABO	A0A1A9C7B2		unreviewed
ABO	A0A1A9C7R4		unreviewed
ABO	A0A1A9C7R9		unreviewed
ABO	A0A1A9C8N0		unreviewed
ABO	A0A1A9C8N6		unreviewed
ABO	A0A1A9C8T9		unreviewed
ABO	A0A1A9C8U5		unreviewed
ABO	A0A1A9C9H0		unreviewed
ABO	A0A1A9C9H5		unreviewed
ABO	A0A1I9WVP6		unreviewed
ABO	A0A1J0M5B7		unreviewed
ABO	A0A1Q1PRB1		unreviewed
ABO	A0A1S6KKE7		unreviewed
ABO	A0A1S6Q3Z4		unreviewed
ABO	A0A1U9XQJ1		unreviewed
ABO	A0A1W5VPF1		unreviewed
ABO	A0A221C5L4		unreviewed
ABO	A0A248X8V7		unreviewed
ABO	A0A286RTX0		unreviewed
ABO	A0A2D1QUU1		unreviewed
ABO	A0A2D3E298		unreviewed
ABO	A0A2H4ZEU8		unreviewed
ABO	A0A2H4ZEV1		unreviewed
ABO	A0A2P1M8M7		unreviewed
ABO	A0A2U8QPH3		unreviewed
ABO	A0A2Z4FS35		unreviewed
ABO	A0A346RV53		unreviewed
ABO	A0A346SCL3		unreviewed
ABO	A0A3G8GDZ7		unreviewed
ABO	A0A3G8GE08		unreviewed
ABO	A0A411HQW3		unreviewed
ABO	A0A411JJA3		unreviewed
ABO	A0A411PBQ3		unreviewed
ABO	A0A411PBV5		unreviewed
ABO	A0A481N0Z6		unreviewed
ABO	A0A4P8PNL3		unreviewed
ABO	A0A4Y5N0E3		unreviewed
ABO	A0A4Y5QRQ9		unreviewed
ABO	A0A5J6CXZ0		unreviewed
ABO	A0A5J6DCC3		unreviewed
ABO	A0A5J6DKG6		unreviewed
ABO	A0A5J6NBQ0		unreviewed
ABO	A0A5J6XWN0		unreviewed
ABO	A0A5J6Y043		unreviewed
ABO	A0A6B9IJI4		unreviewed
ABO	A0A6C6XEK5		unreviewed
ABO	A0A6G5XP74		unreviewed
ABO	A0A6M6AM23		unreviewed
ABO	A0A7D5HSY5		unreviewed
ABO	A0A7D5PXH6		unreviewed
ABO	A0A7G5VVT0		unreviewed
ABO	A0A7H1D390		unreviewed
ABO	A0A7L9QHJ7		unreviewed
ABO	A0A7L9QHV6		unreviewed
ABO	A0A7P0TA91		unreviewed
ABO	A0A7S8FK17		unreviewed
ABO	A0A7S9GFL1		unreviewed
ABO	A0A7S9YYE8		unreviewed
ABO	A0A7T0BRL2		unreviewed
ABO	A0A897TGC5		unreviewed
ABO	A0A8A2IED2		unreviewed
ABO	A0A8E8PHN1		unreviewed
ABO	A0A8E8U6B6		unreviewed
ABO	A0AA49QAS5		unreviewed
ABO	A0AA50L2Y1		unreviewed
ABO	A0AA50L304		unreviewed
ABO	A0AA51NGK4		unreviewed
ABO	A0AAG2TLY5		unreviewed
ABO	A0AAG2UWH5		unreviewed
ABO	A1EAJ6		unreviewed
ABO	A1Z626		unreviewed
ABO	A5X6H3		unreviewed
ABO	A5X6H4		unreviewed
ABO	A5X6H5		unreviewed
ABO	A5X6H7		unreviewed
ABO	A5X6H8		unreviewed
ABO	A5X6H9		unreviewed
ABO	A8D971		unreviewed
ABO	A8E057		unreviewed
ABO	A8E058		unreviewed
ABO	A9QUS2		unreviewed
ABO	A9UHN3		unreviewed
ABO	A9UHN4		unreviewed
ABO	B0B1U2		unreviewed
ABO	B0FY45		unreviewed
ABO	B0FY46		unreviewed
ABO	B0FY48		unreviewed
ABO	B0FY49		unreviewed
ABO	B0LVD8		unreviewed
ABO	B1AC83		unreviewed
ABO	B2CPK0		unreviewed
ABO	B2CPK1		unreviewed
ABO	B2CW70		unreviewed
ABO	B5LYM4		unreviewed
ABO	B5TRS7		unreviewed
ABO	B6E948		unreviewed
ABO	B6E949		unreviewed
ABO	B8Y570		unreviewed
ABO	C1K0H8		unreviewed
ABO	C3VA42		unreviewed
ABO	C3VA43		unreviewed
ABO	C3VA44		unreviewed
ABO	C3VA45		unreviewed
ABO	C3VA47		unreviewed
ABO	C5J4L4		unreviewed
ABO	C6KD89		unreviewed
ABO	C6KD90		unreviewed
ABO	C6KD91		unreviewed
ABO	C6KD92		unreviewed
ABO	C6KIE4		unreviewed
ABO	C6KIE5		unreviewed
ABO	D3HIC2		unreviewed
ABO	D3HIC3		unreviewed
ABO	D3HIC4		unreviewed
ABO	D3YE67		unreviewed
ABO	D7RNR0		unreviewed
ABO	D8MIB7		unreviewed
ABO	D8MIB8		unreviewed
ABO	E0ZMB5		unreviewed
ABO	E1Y3Y6		unreviewed
ABO	E1Y3Y7		unreviewed
ABO	E3T200		unreviewed
ABO	E3T201		unreviewed
ABO	E3T202		unreviewed
ABO	E3T203		unreviewed
ABO	E3T204		unreviewed
ABO	E3T205		unreviewed
ABO	E3T206		unreviewed
ABO	E3T387		unreviewed
ABO	E3T388		unreviewed
ABO	E3TGR9		unreviewed
ABO	E3TGS0		unreviewed
ABO	E3TGS1		unreviewed
ABO	E5L3Z6		unreviewed
ABO	F0X353		unreviewed
ABO	F0X357		unreviewed
ABO	F0X359		unreviewed
ABO	F0X360		unreviewed
ABO	F0X363		unreviewed
ABO	F0X364		unreviewed
ABO	F2X1S4		unreviewed
ABO	G0V4X4		unreviewed
ABO	G3FEP9		unreviewed
ABO	G3FM75		unreviewed
ABO	G8IIL0		unreviewed
ABO	G9HR99		unreviewed
ABO	H6A2X0		unreviewed
ABO	H6UK81		unreviewed
ABO	H6UK82		unreviewed
ABO	H6UK83		unreviewed
ABO	H6VPB4		unreviewed
ABO	H9XVR5		unreviewed
ABO	I1VEE1		unreviewed
ABO	I1VYG6		unreviewed
ABO	I6SWF8		unreviewed
ABO	I6TS22		unreviewed
ABO	I6U2M5		unreviewed
ABO	I7APP0		unreviewed
ABO	J9XP05		unreviewed
ABO	J9XP21		unreviewed
ABO	J9XT30		unreviewed
ABO	J9XV13		unreviewed
ABO	K4INT6		unreviewed
ABO	K4MMM0		unreviewed
ABO	K4MQF1		unreviewed
ABO	K4MTH0		unreviewed
ABO	M9QZC0		unreviewed
ABO	O14759		unreviewed
ABO	O15512		unreviewed
ABO	Q102J2		unreviewed
ABO	Q15951		unreviewed
ABO	Q1L131		unreviewed
ABO	Q207T9		unreviewed
ABO	Q2LFC5		unreviewed
ABO	Q2LFC6		unreviewed
ABO	Q2PJQ0		unreviewed
ABO	Q2PJQ1		unreviewed
ABO	Q2PJQ2		unreviewed
ABO	Q2PJQ3		unreviewed
ABO	Q2VU69		unreviewed
ABO	Q2VU70		unreviewed
ABO	Q3ZMG8		unreviewed
ABO	Q45L90		unreviewed
ABO	Q45L91		unreviewed
ABO	Q4JGX0		unreviewed
ABO	Q4JGX1		unreviewed
ABO	Q4JGX2		unreviewed
ABO	Q4LAQ2		unreviewed
ABO	Q4VVG1		unreviewed
ABO	Q4VY24		unreviewed
ABO	Q538Y8		unreviewed
ABO	Q538Y9		unreviewed
ABO	Q56S51		unreviewed
ABO	Q56S52		unreviewed
ABO	Q56S53		unreviewed
ABO	Q56S55		unreviewed
ABO	Q5VJ25		unreviewed
ABO	Q679L5		unreviewed
ABO	Q67BB2		unreviewed
ABO	Q6IS73		unreviewed
ABO	Q6L635		unreviewed
ABO	Q6L636		unreviewed
ABO	Q6L637		unreviewed
ABO	Q6L638		unreviewed
ABO	Q6L639		unreviewed
ABO	Q6L640		unreviewed
ABO	Q6L641		unreviewed
ABO	Q6L643		unreviewed
ABO	Q6L644		unreviewed
ABO	Q6L645		unreviewed
ABO	Q6L647		unreviewed
ABO	Q6L648		unreviewed
ABO	Q6LCV2		unreviewed
ABO	Q6PNN6		unreviewed
ABO	Q6R5A7		unreviewed
ABO	Q6R5J3		unreviewed
ABO	Q6R675		unreviewed
ABO	Q70V10		unreviewed
ABO	Q70V12		unreviewed
ABO	Q70V13		unreviewed
ABO	Q70V15		unreviewed
ABO	Q70V16		unreviewed
ABO	Q70V22		unreviewed
ABO	Q70V24		unreviewed
ABO	Q70V25		unreviewed
ABO	Q70V26		unreviewed
ABO	Q70V29		unreviewed
ABO	Q70V30		unreviewed
ABO	Q70V31		unreviewed
ABO	Q70V32		unreviewed
ABO	Q70V33		unreviewed
ABO	Q70V35		unreviewed
ABO	Q70V37		unreviewed
ABO	Q70V39		unreviewed
ABO	Q70V41		unreviewed
ABO	Q7LCZ1		unreviewed
ABO	Q7Z535		unreviewed
ABO	Q8N3W8		unreviewed
ABO	Q8NFW0		unreviewed
ABO	Q8WWJ1		unreviewed
ABO	Q8WXY5		unreviewed
ABO	Q8WXY6		unreviewed
ABO	Q8WXY7		unreviewed
ABO	Q8WXY8		unreviewed
ABO	Q8WXY9		unreviewed
ABO	Q8WXZ0		unreviewed
ABO	Q8WXZ1		unreviewed
ABO	Q8WXZ2		unreviewed
ABO	Q8WXZ3		unreviewed
ABO	Q8WXZ4		unreviewed
ABO	Q8WXZ5		unreviewed
ABO	Q8WXZ6		unreviewed
ABO	Q8WXZ7		unreviewed
ABO	Q99477		unreviewed
ABO	Q99478		unreviewed
ABO	Q99479		unreviewed
ABO	Q99480		unreviewed
ABO	Q99481		unreviewed
ABO	Q99482		unreviewed
ABO	Q99483		unreviewed
ABO	Q99486		unreviewed
ABO	Q99488		unreviewed
ABO	Q9BQ97		unreviewed
ABO	Q9C087		unreviewed
ABO	Q9C088		unreviewed
ABO	Q9C089		unreviewed
ABO	Q9C090		unreviewed
ABO	Q9NPA6		unreviewed
ABO	Q9NY02		unreviewed
ABO	Q9UBW4		unreviewed
ABO	Q9UIR1		unreviewed
ABO	Q9UK42		unreviewed
ABO	Q9UMY6		unreviewed
ABO	Q9UMY7		unreviewed
ABO	Q9UMY8		unreviewed
ABO	Q9UP69		unreviewed
ABO	Q9UP70		unreviewed
ABO	Q9UQ62		unreviewed
ABO	Q9UQ63		unreviewed
ABO	Q9UQ64		unreviewed
ABO	Q9UQ65		unreviewed
ABO	Q9UQ66		unreviewed
ABO	Q9UQ67		unreviewed
ABO	T1WHV8		unreviewed
ABO	U5NJV0		unreviewed
ABO	U5NKB0		unreviewed
ABO	U5NNF6		unreviewed
ABO	U5NNJ6		unreviewed
ABO	U5YJY7		unreviewed
ABO	U5YJZ4		unreviewed
ABO	U5YK38		unreviewed
ABO	U5YKX4		unreviewed
ABO	U5YMY3		unreviewed
ABO	U5YN54		unreviewed
ABO	V5USW5		unreviewed
ABO	V5UU28		unreviewed
ABO	V5UUM3		unreviewed
ABO	V5UV59		unreviewed
ABO	V5ZDN8		unreviewed
ABO	V5ZDN9		unreviewed
ABO	V5ZDP0		unreviewed
ABO	V5ZDU5		unreviewed
ABO	V5ZDU6		unreviewed
ABO	V9GWR4		unreviewed
ABO	V9GWR5		unreviewed
ABO	V9GWR6		unreviewed
ABO	V9GWR7		unreviewed
ABO	W0LGR6		unreviewed
ABO	W0LH19		unreviewed
ABO	W6JLF7		unreviewed
ABO	X2GB60		unreviewed
ABO	X2J925		unreviewed
ABO	X5M235		unreviewed
ABR	Q12979	29;	reviewed
ABR	A0A0D9SGD7		unreviewed
ABR	A0A0G2JQ41		unreviewed
ABR	A0A0G2JQB5		unreviewed
ABR	A0A0G2JQM3		unreviewed
ABR	A0A0G2JQT5		unreviewed
ABR	A0A0G2JRC2		unreviewed
ABR	A0A0G2JRJ1		unreviewed
ABR	A0A0G2JRW2		unreviewed
ABR	A0A0G2JSE0		unreviewed
ABR	A0A1C7CYZ0		unreviewed
ABR	B7Z683	29;	unreviewed
ABR	I3L0R7		unreviewed
ABR	I3L1U8		unreviewed
ABR	I3L259		unreviewed
ABR	I3L2C0		unreviewed
ABR	I3L2L3		unreviewed
ABR	I3L2P5		unreviewed
ABR	I3L379		unreviewed
ABR	I3L3W0		unreviewed
ABR	I3L4Y1	29;	unreviewed
ABR	I3NI05		unreviewed
ABRACL	Q9P1F3	58527;	reviewed
ABRACL	Q5SZC9		unreviewed
ABRAXAS1	Q6UWZ7	84142;	reviewed
ABRAXAS1	A0A087WWJ9		unreviewed
ABRAXAS1	A0A087WXK1		unreviewed
ABRAXAS1	A0A087WZ78		unreviewed
ABRAXAS1	D6RAN3		unreviewed
ABRAXAS1	D6REL5		unreviewed
ABRAXAS1	D6RHI5		unreviewed
ABRAXAS1	E9PHB9		unreviewed
ABRAXAS2	Q15018	23172;	reviewed
ABT1	Q9ULW3	29777;	reviewed
ABTB1	Q969K4	80325;	reviewed
ABTB1	F2Z3F5		unreviewed
ABTB1	H7C4W8		unreviewed
ABTB1	L8E906		unreviewed
ABTB2	Q8N961	25841;	reviewed
ABTB3	A6QL63	121551;	reviewed
ABTB3	C9JV03		unreviewed
ABTB3	H0YHR1		unreviewed
ACAA1	P09110	30;	reviewed
ACAA1	A0A024R2M6	30;	unreviewed
ACAA1	B4DVF4		unreviewed
ACAA1	C9JDE9		unreviewed
ACAA1	F2Z2Q6		unreviewed
ACAA1	F2Z3P7		unreviewed
ACAA1	H0Y4D4		unreviewed
ACAA1	H7C131		unreviewed
ACAA2	P42765	10449;	reviewed
ACAA2	A0A0B4J2A4		unreviewed
ACAA2	K7EJ68		unreviewed
ACAA2	K7EJB1		unreviewed
ACAA2	K7EME0		unreviewed
ACAA2	K7ER88		unreviewed
ACACA	Q13085	31;	reviewed
ACACA	A0A087WVR6		unreviewed
ACACA	A0A087WWN5		unreviewed
ACACA	A0A087WYK6		unreviewed
ACACA	A0A087WYS8		unreviewed
ACACA	A0A087X0W4		unreviewed
ACACA	A0A087X126		unreviewed
ACACA	A0A087X2F8		unreviewed
ACACA	A0A0C4DGT1		unreviewed
ACACA	L8EAV0		unreviewed
ACACA	Q59FY4		unreviewed
ACACA	Q7Z5W8	31;	unreviewed
ACACB	O00763	32;	reviewed
ACACB	A0A087WUA1		unreviewed
ACACB	F5H5C3		unreviewed
ACACB	F8W8T8		unreviewed
ACACB	H0YGH5		unreviewed
ACACB	Q4G170		unreviewed
ACACB	S4R3S7		unreviewed
ACAD10	Q6JQN1	80724;	reviewed
ACAD10	D6RFF6		unreviewed
ACAD10	F8VXK4		unreviewed
ACAD10	F8W0Q4		unreviewed
ACAD10	F8W179		unreviewed
ACAD10	F8W1A9		unreviewed
ACAD10	F8W1I9		unreviewed
ACAD11	Q709F0	84129;	reviewed
ACAD11	D6RDI8		unreviewed
ACAD11	F8WEV0		unreviewed
ACAD11	H0Y9C6		unreviewed
ACAD11	Q08AE9		unreviewed
ACAD8	Q9UKU7	27034;	reviewed
ACAD8	E9PKP9		unreviewed
ACAD8	E9PLS3		unreviewed
ACAD8	Q6ZUS0		unreviewed
ACAD9	Q9H845	28976;	reviewed
ACAD9	A0A7P0T7Z1		unreviewed
ACAD9	A0A7P0T871		unreviewed
ACAD9	A0A7P0T8U3		unreviewed
ACAD9	A0A7P0T9N9		unreviewed
ACAD9	A0A7P0TB58		unreviewed
ACAD9	A0A7P0TB68		unreviewed
ACAD9	A0A7P0Z450		unreviewed
ACAD9	D6R9Z3		unreviewed
ACAD9	D6RCD8		unreviewed
ACAD9	D6RDK9		unreviewed
ACAD9	D6RGK6		unreviewed
ACAD9	D6RJA8		unreviewed
ACAD9	H0Y8Z9		unreviewed
ACAD9	Q9BUX5		unreviewed
ACAD9	Q9H9W4		unreviewed
ACADL	P28330	33;	reviewed
ACADM	P11310	34;	reviewed
ACADM	A0A0S2Z366	34;	unreviewed
ACADM	A0A0S2Z3A5		unreviewed
ACADM	A0A7P0T8B6		unreviewed
ACADM	A0A7P0T8G6		unreviewed
ACADM	A0A7P0T8J9		unreviewed
ACADM	A0A7P0T932		unreviewed
ACADM	A0A7P0T9W7		unreviewed
ACADM	A0A7P0TA39		unreviewed
ACADM	A0A7P0TA63		unreviewed
ACADM	A0A7P0TAB2		unreviewed
ACADM	A0A7P0TAZ5		unreviewed
ACADM	A0A7P0TB28		unreviewed
ACADM	A0A7P0TB51		unreviewed
ACADM	A0A7P0TB55		unreviewed
ACADM	A0A7P0TBD1		unreviewed
ACADM	A0A7P0TBF2		unreviewed
ACADM	A0A7P0Z4Q0		unreviewed
ACADM	E9PIX8		unreviewed
ACADM	E9PJM9		unreviewed
ACADM	E9PLN7		unreviewed
ACADM	E9PQA8		unreviewed
ACADM	E9PRX4		unreviewed
ACADM	F6YB23		unreviewed
ACADM	H0YDT5		unreviewed
ACADM	Q5T4U5	34;	unreviewed
ACADS	P16219	35;	reviewed
ACADS	D4QEZ8		unreviewed
ACADS	E5KSD5	35;	unreviewed
ACADS	E9PE82	35;	unreviewed
ACADSB	P45954	36;	reviewed
ACADSB	A0A0S2Z374		unreviewed
ACADSB	A0A0S2Z3P9	36;	unreviewed
ACADVL	P49748	37;	reviewed
ACADVL	A0A077H1I5		unreviewed
ACADVL	B3KPA6	37;	unreviewed
ACADVL	G3V1M7		unreviewed
ACADVL	J3KS89		unreviewed
ACADVL	J3KSR4		unreviewed
ACADVL	J3QKU9		unreviewed
ACADVL	J3QRJ8		unreviewed
ACADVL	J9JID6		unreviewed
ACADVL	K7EJW8		unreviewed
ACADVL	K7EMF8		unreviewed
ACADVL	K7EQP4		unreviewed
ACAN	P16112	176;	reviewed
ACAN	A0A5K1VW97		unreviewed
ACAN	H0YK70		unreviewed
ACAN	H0YMF1		unreviewed
ACAN	Q6PID9		unreviewed
ACAP1	Q15027	9744;	reviewed
ACAP1	I3L0K9		unreviewed
ACAP1	I3L268		unreviewed
ACAP2	Q15057	23527;	reviewed
ACAP2	A0A0U1RQT1		unreviewed
ACAP2	A0A5F9ZHJ9		unreviewed
ACAP2	C9J8L1		unreviewed
ACAP2	F8WAU0		unreviewed
ACAP2	H7C3K3		unreviewed
ACAP2	H7C3Q8		unreviewed
ACAP3	Q96P50	116983;	reviewed
ACAP3	F8W850		unreviewed
ACAP3	Q8N2W2		unreviewed
ACAP3	Q8WTZ1	116983;	unreviewed
ACAT1	P24752	38;	reviewed
ACAT1	P35610	6646;	reviewed
ACAT1	A0A5F9ZHD4		unreviewed
ACAT1	A0A5F9ZHH9		unreviewed
ACAT1	A0A5F9ZHJ0		unreviewed
ACAT1	A0A5F9ZHJ7		unreviewed
ACAT1	A0A5F9ZHL1		unreviewed
ACAT1	A0A5F9ZHL7		unreviewed
ACAT1	A0A5F9ZI66		unreviewed
ACAT1	E9PRQ6		unreviewed
ACAT1	H0YEL7		unreviewed
ACAT2	O75908	8435;	reviewed
ACAT2	Q9BWD1	39;	reviewed
ACBD3	Q9H3P7	64746;	reviewed
ACBD4	Q8NC06	79777;	reviewed
ACBD4	A0A0S2Z5Q0	79777;	unreviewed
ACBD4	A0A0S2Z5W7	79777;	unreviewed
ACBD4	A0A0S2Z5Y4	79777;	unreviewed
ACBD4	K7EM05	79777;	unreviewed
ACBD4	K7EMH4		unreviewed
ACBD5	Q5T8D3	91452;	reviewed
ACBD5	A0A087X0B8		unreviewed
ACBD5	A0A7I2V2M2		unreviewed
ACBD5	A0A7I2V2R8		unreviewed
ACBD5	A0A7I2V2Y9		unreviewed
ACBD5	A0A7I2V347		unreviewed
ACBD5	A0A7I2V420		unreviewed
ACBD5	A0A7I2V462		unreviewed
ACBD5	A0A7I2V556		unreviewed
ACBD5	A0A7I2V560		unreviewed
ACBD5	A0A7I2V5E1		unreviewed
ACBD5	A0A7I2V5L4		unreviewed
ACBD5	A0A7I2V5U2		unreviewed
ACBD5	A0A7I2V690		unreviewed
ACBD5	A0A7I2YQD7		unreviewed
ACBD5	A0A7I2YQE9		unreviewed
ACBD5	A0A7I2YQJ9		unreviewed
ACBD5	A0A7I2YQS1		unreviewed
ACBD5	B7Z2R7	91452;	unreviewed
ACBD5	Q5T8E0		unreviewed
ACBD5	X6RDD7		unreviewed
ACBD6	Q9BR61	84320;	reviewed
ACBD6	A0A2R8Y544		unreviewed
ACBD7	Q8N6N7	414149;	reviewed
ACCS	Q96QU6	84680;	reviewed
ACCS	A0A0S2Z5S5		unreviewed
ACCS	A0A0S2Z5Z8		unreviewed
ACCS	A0A0S2Z622	84680;	unreviewed
ACCS	E9PRT9		unreviewed
ACCS	E9PS61		unreviewed
ACD	Q96AP0	65057;	reviewed
ACD	A0A8Q3SHY1		unreviewed
ACD	A0A8Q3SHY4		unreviewed
ACD	A0A8Q3SHZ0		unreviewed
ACD	A0A8Q3SI14		unreviewed
ACD	A0A8Q3SI32		unreviewed
ACD	A0A8Q3SI48		unreviewed
ACD	A0A8Q3SI54		unreviewed
ACD	A0A8Q3WKN9		unreviewed
ACD	A0A8Q3WKP4		unreviewed
ACD	A0A8Q3WKP5		unreviewed
ACD	A0A8Q3WKU3		unreviewed
ACD	A0A8Q3WLR8		unreviewed
ACD	A0A8Q3WLT1		unreviewed
ACD	A0A8Q3WM11		unreviewed
ACD	A0A8Q3WM19		unreviewed
ACD	R4GMR6		unreviewed
ACD	R4GND4		unreviewed
ACD	R4GNJ5		unreviewed
ACE	P12821	1636;	reviewed
ACE	A0A0A0MSN4		unreviewed
ACE	I3UJJ7		unreviewed
ACE	I6L9B3		unreviewed
ACE	J3KRH5		unreviewed
ACE	J3KS28		unreviewed
ACE	J3KSQ5		unreviewed
ACE	J3KTB8		unreviewed
ACE	J3KTH9		unreviewed
ACE	J3QLR4		unreviewed
ACE	J3QSC7		unreviewed
ACE	Q1KSD9		unreviewed
ACE	Q1KSG0		unreviewed
ACE	Q3KRI4		unreviewed
ACE	Q3KRI5		unreviewed
ACE	X4Y8J8		unreviewed
ACE2	Q9BYF1	59272;	reviewed
ACE2	A0A7I2V2E9		unreviewed
ACE2	A0A7I2V3N4		unreviewed
ACE2	A0A7I2V3X6		unreviewed
ACE2	A0A7I2V4H0		unreviewed
ACE2	A0A7I2V5W5		unreviewed
ACE2	A0A8S0M502		unreviewed
ACER2	Q5QJU3	340485;	reviewed
ACER3	Q9NUN7	55331;	reviewed
ACER3	A0A7P0T836		unreviewed
ACER3	A0A7P0T842		unreviewed
ACER3	A0A7P0T8K3		unreviewed
ACER3	A0A7P0T912		unreviewed
ACER3	A0A7P0TAD8		unreviewed
ACER3	A0A7P0TAT0		unreviewed
ACER3	A0A7P0Z4N4		unreviewed
ACER3	B7Z2Q2	55331;	unreviewed
ACER3	B7Z2V2	55331;	unreviewed
ACER3	E9PIN9		unreviewed
ACER3	E9PKR3		unreviewed
ACER3	E9PL35		unreviewed
ACER3	E9PLZ9		unreviewed
ACER3	E9PR08		unreviewed
ACER3	J3KN85		unreviewed
ACER3	L8E8G3		unreviewed
ACHE	P22303	43;	reviewed
ACHE	A0A166IZM7		unreviewed
ACHE	A0A2S1KLT7		unreviewed
ACHE	A0A411EXG3		unreviewed
ACHE	A0A411EXG9		unreviewed
ACHE	A0A498U6H7		unreviewed
ACHE	A0A6M6AM29		unreviewed
ACHE	C9J2S3		unreviewed
ACHE	C9JD78		unreviewed
ACHE	C9JZL6		unreviewed
ACHE	F8WAR7		unreviewed
ACHE	F8WD34		unreviewed
ACHE	F8WD68		unreviewed
ACHE	Q13697		unreviewed
ACHE	Q6TQD3		unreviewed
ACIN1	Q9UKV3	22985;	reviewed
ACIN1	A0A087WYN3		unreviewed
ACIN1	A0A087X0D2		unreviewed
ACIN1	E7EQT4		unreviewed
ACIN1	G3V3B0		unreviewed
ACIN1	G3V3T3		unreviewed
ACIN1	S4R3H4		unreviewed
ACKR1	Q16570	2532;	reviewed
ACKR1	A0A1C8Y868		unreviewed
ACKR1	A0A2U9Q293		unreviewed
ACKR1	A0A3G2KJS0		unreviewed
ACKR1	A0A3Q8I5V1		unreviewed
ACKR1	A0AAQ5BHJ4		unreviewed
ACKR1	G0TQY8		unreviewed
ACKR1	G9G806		unreviewed
ACKR1	Q3LST0		unreviewed
ACKR1	Q5Y7A2	2532;	unreviewed
ACKR1	Q5Y7A4		unreviewed
ACKR2	O00590	1238;	reviewed
ACKR2	V9GYB7		unreviewed
ACKR2	V9GYM0		unreviewed
ACKR2	V9GYX0		unreviewed
ACKR2	V9GZ70		unreviewed
ACKR3	P25106	57007;	reviewed
ACKR3	A0A140T9K6		unreviewed
ACLY	P53396	47;	reviewed
ACLY	K7EIE7		unreviewed
ACLY	K7ESG8		unreviewed
ACO1	P21399	48;	reviewed
ACO2	Q99798	50;	reviewed
ACO2	A0A7I2V2Y4		unreviewed
ACO2	A0A7I2V3C8		unreviewed
ACO2	A0A7I2V3F1		unreviewed
ACO2	A0A7I2V3U0		unreviewed
ACO2	A0A7I2V3U7		unreviewed
ACO2	A0A7I2V499		unreviewed
ACO2	A0A7I2V4I8		unreviewed
ACO2	A0A7I2V538		unreviewed
ACO2	A0A7I2V586		unreviewed
ACO2	A0A7I2V5A1		unreviewed
ACO2	A0A7I2V5T4		unreviewed
ACO2	A0A7I2V5U4		unreviewed
ACO2	A0A7I2V5W7		unreviewed
